firstName,lastName,Team,Position,college,Age,overallRating,birthdate,height,weight,handedness,Jersey Number,yearsPro,X-Factor,Superstar 1,Superstar 2,Superstar 3,Superstar 4,Superstar 5,Archetype,Position Type,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/awareness/value,stats/awareness/diff,stats/bCVision/value,stats/bCVision/diff,stats/blockShedding/value,stats/blockShedding/diff,stats/breakSack/value,stats/breakSack/diff,stats/breakTackle/value,stats/breakTackle/diff,stats/carrying/value,stats/carrying/diff,stats/catchInTraffic/value,stats/catchInTraffic/diff,stats/catching/value,stats/catching/diff,stats/changeOfDirection/value,stats/changeOfDirection/diff,stats/deepRouteRunning/value,stats/deepRouteRunning/diff,stats/finesseMoves/value,stats/finesseMoves/diff,stats/hitPower/value,stats/hitPower/diff,stats/impactBlocking/value,stats/impactBlocking/diff,stats/injury/value,stats/injury/diff,stats/jukeMove/value,stats/jukeMove/diff,stats/kickAccuracy/value,stats/kickAccuracy/diff,stats/kickPower/value,stats/kickPower/diff,stats/kickReturn/value,stats/kickReturn/diff,stats/leadBlock/value,stats/leadBlock/diff,stats/manCoverage/value,stats/manCoverage/diff,stats/mediumRouteRunning/value,stats/mediumRouteRunning/diff,stats/overall/value,stats/overall/diff,stats/passBlock/value,stats/passBlock/diff,stats/passBlockFinesse/value,stats/passBlockFinesse/diff,stats/passBlockPower/value,stats/passBlockPower/diff,stats/playAction/value,stats/playAction/diff,stats/playRecognition/value,stats/playRecognition/diff,stats/powerMoves/value,stats/powerMoves/diff,stats/press/value,stats/press/diff,stats/pursuit/value,stats/pursuit/diff,stats/release/value,stats/release/diff,stats/runBlock/value,stats/runBlock/diff,stats/runBlockFinesse/value,stats/runBlockFinesse/diff,stats/runBlockPower/value,stats/runBlockPower/diff,stats/runningStyle/value,stats/runningStyle/diff,stats/shortRouteRunning/value,stats/shortRouteRunning/diff,stats/spectacularCatch/value,stats/spectacularCatch/diff,stats/speed/value,stats/speed/diff,stats/spinMove/value,stats/spinMove/diff,stats/stiffArm/value,stats/stiffArm/diff,stats/tackle/value,stats/tackle/diff,stats/throwAccuracyDeep/value,stats/throwAccuracyDeep/diff,stats/throwAccuracyMid/value,stats/throwAccuracyMid/diff,stats/throwAccuracyShort/value,stats/throwAccuracyShort/diff,stats/throwOnTheRun/value,stats/throwOnTheRun/diff,stats/throwPower/value,stats/throwPower/diff,stats/throwUnderPressure/value,stats/throwUnderPressure/diff,stats/toughness/value,stats/toughness/diff,stats/trucking/value,stats/trucking/diff,stats/zoneCoverage/value,stats/zoneCoverage/diff
Gunner,Olszewski,NY Giants,WR,Bemidji State,28,66,11/26/96,72,190,1,80,6,,,,,,,Slot - WR,Offense,89,0,86,0,86,0,83,0,56,0,75,0,78,0,53,0,22,0,67,0,72,0,74,0,80,0,80,0,64,0,33,0,58,0,48,0,88,0,77,0,22,0,20,0,85,0,29,0,58,0,69,0,66,0,33,0,27,0,25,0,6,0,53,0,28,0,54,0,62,0,62,0,50,0,30,0,32,0,Default Stride Loose,0,70,0,77,0,88,0,71,0,48,0,50,0,6,0,10,0,15,0,10,0,21,0,15,0,94,0,35,0,60,0
Hunter,Nourzad,Kansas City Chiefs,C,Penn State,25,66,11/26/99,75,315,1,60,1,,,,,,,Agile - C,Offense,73,0,66,0,65,0,83,0,83,0,75,0,10,0,34,0,12,0,5,0,41,0,10,0,22,0,55,0,5,0,35,0,35,0,80,0,93,0,10,0,20,0,22,0,10,0,81,0,9,0,5,0,66,0,72,0,69,0,69,0,6,0,35,0,38,0,10,0,41,0,12,0,71,0,73,0,72,0,Default Stride Awkward,0,10,0,12,0,67,0,10,0,10,0,35,0,6,0,6,0,8,0,6,0,22,0,14,0,90,0,15,0,9,0
Jacob,Saylors,Detroit Lions,HB,E. Tenn. St.,24,66,3/8/01,71,195,1,25,0,,,,,,,Elusive Back - HB,Offense,90,0,77,0,80,0,86,0,73,0,73,0,77,0,33,0,29,0,78,0,87,0,48,0,67,0,77,0,44,0,20,0,25,0,34,0,88,0,79,0,10,0,15,0,76,0,33,0,22,0,53,0,66,0,49,0,26,0,30,0,19,0,20,0,10,0,20,0,36,0,47,0,39,0,27,0,28,0,Default Stride High and Tight,0,61,0,50,0,88,0,72,0,71,0,34,0,10,0,15,0,18,0,27,0,36,0,19,0,87,0,75,0,25,0
Jake,Andrews,Houston Texans,C,Troy,25,66,11/11/99,75,305,1,60,2,,,,,,,Power - C,Offense,72,0,56,0,66,0,88,0,87,0,69,0,32,0,47,0,11,0,30,0,35,0,32,0,41,0,54,0,5,0,41,0,50,0,74,0,93,0,21,0,13,0,21,0,10,0,79,0,14,0,5,0,66,0,66,0,61,0,70,0,10,0,46,0,48,0,10,0,53,0,13,0,74,0,71,0,75,0,Default Stride Awkward,0,10,0,33,0,67,0,15,0,25,0,42,0,15,0,14,0,21,0,11,0,26,0,15,0,87,0,35,0,18,0
Jalyn,Armour-Davis,Tennessee Titans,CB,Alabama,25,66,9/3/99,73,195,1,18,3,,,,,,,Manto Man - CB,Defense,94,0,81,0,87,0,88,0,60,0,56,0,55,0,43,0,12,0,38,0,48,0,47,0,70,0,82,0,12,0,34,0,48,0,44,0,84,0,67,0,15,0,21,0,45,0,20,0,67,0,15,0,66,0,28,0,22,0,22,0,6,0,60,0,26,0,68,0,72,0,22,0,34,0,35,0,34,0,Short Stride Default,0,21,0,60,0,93,0,60,0,30,0,57,0,6,0,10,0,15,0,10,0,31,0,10,0,74,0,28,0,66,0
Jamal,Hill,Houston Texans,,Oregon,24,66,4/4/01,72,226,1,56,1,,,,,,,Pass Coverage - MLB,,89,0,78,0,80,0,81,0,65,0,63,0,57,0,63,0,12,0,52,0,55,0,56,0,64,0,75,0,5,0,59,0,77,0,65,0,90,0,65,0,11,0,18,0,35,0,35,0,60,0,10,0,66,0,35,0,35,0,35,0,11,0,61,0,51,0,55,0,79,0,20,0,45,0,40,0,40,0,Default Stride Loose,0,15,0,60,0,91,0,60,0,45,0,78,0,21,0,23,0,24,0,14,0,28,0,13,0,83,0,48,0,69,0
Janarius,Robinson,Kansas City Chiefs,,Florida State,27,66,5/4/98,77,260,1,98,4,,,,,,,Power Rusher - DE,,85,0,73,0,82,0,70,0,81,0,67,0,41,0,70,0,12,0,27,0,43,0,35,0,50,0,67,0,16,0,63,0,83,0,81,0,85,0,40,0,19,0,18,0,10,0,21,0,33,0,20,0,66,0,45,0,45,0,45,0,6,0,65,0,67,0,34,0,76,0,25,0,45,0,45,0,45,0,Long Stride Loose,0,25,0,40,0,81,0,38,0,38,0,74,0,6,0,6,0,6,0,6,0,25,0,18,0,82,0,31,0,45,0
Jarrick,Bernard-Converse,Cleveland Browns,CB,LSU,25,66,4/29/00,73,197,1,20,2,,,,,,,Manto Man - CB,Defense,93,0,85,0,95,0,89,0,61,0,59,0,65,0,50,0,36,0,58,0,57,0,55,0,64,0,82,0,11,0,35,0,72,0,53,0,93,0,69,0,17,0,18,0,55,0,21,0,63,0,16,0,66,0,25,0,25,0,25,0,14,0,58,0,24,0,74,0,68,0,27,0,15,0,34,0,33,0,Default Stride Loose,0,26,0,65,0,93,0,63,0,57,0,63,0,20,0,22,0,25,0,24,0,25,0,22,0,87,0,41,0,66,0
Javontae,Jean-Baptiste,Washington Commanders,,Notre Dame,25,66,5/16/00,77,260,1,90,1,,,,,,,Run Stopper - DE,,85,0,67,0,83,0,74,0,77,0,67,0,42,0,72,0,15,0,33,0,30,0,45,0,52,0,58,0,34,0,63,0,74,0,80,0,90,0,41,0,29,0,34,0,10,0,20,0,31,0,38,0,66,0,48,0,48,0,49,0,6,0,69,0,64,0,22,0,78,0,42,0,40,0,40,0,40,0,Long Stride Loose,0,43,0,29,0,84,0,35,0,46,0,75,0,5,0,6,0,9,0,6,0,18,0,5,0,80,0,49,0,30,0
JL,Skinner,Denver Broncos,SS,Boise State,24,66,4/16/01,76,220,1,34,2,,,,,,,Run Support - S,Defense,91,0,87,0,86,0,87,0,59,0,61,0,71,0,56,0,13,0,69,0,62,0,73,0,75,0,77,0,45,0,44,0,84,0,62,0,91,0,69,0,23,0,25,0,35,0,24,0,59,0,55,0,66,0,35,0,35,0,35,0,11,0,66,0,28,0,76,0,72,0,65,0,41,0,40,0,39,0,Long Stride Loose,0,53,0,77,0,89,0,63,0,72,0,67,0,12,0,13,0,19,0,11,0,27,0,11,0,88,0,57,0,69,0
John,Bates,Washington Commanders,TE,Boise State,27,66,11/6/97,78,259,1,87,4,,,,,,,Possession - TE,Offense,79,0,84,0,78,0,87,0,75,0,66,0,67,0,45,0,13,0,52,0,75,0,75,0,77,0,73,0,52,0,10,0,44,0,70,0,92,0,66,0,19,0,23,0,15,0,57,0,21,0,59,0,66,0,63,0,63,0,60,0,6,0,31,0,10,0,24,0,50,0,62,0,64,0,60,0,63,0,Long Stride High and Tight,0,64,0,75,0,78,0,65,0,67,0,47,0,6,0,10,0,15,0,10,0,25,0,10,0,83,0,63,0,26,0
John,Ridgeway III,New Orleans Saints,DT,Arkansas,26,66,5/7/99,77,321,1,95,3,,,,,,,,Defense,70,0,55,0,70,0,71,0,86,0,63,0,20,0,76,0,9,0,14,0,23,0,14,0,21,0,53,0,4,0,55,0,80,0,88,0,91,0,13,0,10,0,12,0,10,0,31,0,12,0,6,0,66,0,45,0,45,0,45,0,6,0,60,0,67,0,10,0,74,0,12,0,45,0,45,0,45,0,Long Stride Awkward,0,14,0,20,0,62,0,12,0,29,0,81,0,6,0,6,0,6,0,6,0,19,0,6,0,84,0,32,0,14,0
Jon,Gaines II,Arizona Cardinals,C,UCLA,25,66,5/24/00,76,303,1,71,2,,,,,,,Agile - C,Offense,85,0,72,0,79,0,87,0,77,0,71,0,25,0,28,0,12,0,10,0,28,0,10,0,25,0,64,0,5,0,25,0,27,0,68,0,89,0,15,0,12,0,14,0,10,0,85,0,10,0,5,0,66,0,72,0,78,0,66,0,6,0,25,0,24,0,10,0,24,0,15,0,69,0,71,0,67,0,Default Stride Awkward,0,10,0,12,0,72,0,13,0,29,0,25,0,6,0,6,0,6,0,6,0,20,0,11,0,76,0,30,0,12,0
Josh,Wallace,Los Angeles Rams,CB,Michigan,25,66,7/5/00,71,189,1,30,1,,,,,,,Manto Man - CB,Defense,91,0,83,0,83,0,84,0,60,0,65,0,65,0,52,0,36,0,58,0,61,0,59,0,66,0,83,0,11,0,37,0,69,0,53,0,86,0,69,0,17,0,18,0,55,0,21,0,68,0,16,0,66,0,25,0,25,0,25,0,14,0,63,0,28,0,69,0,72,0,27,0,15,0,34,0,33,0,Short Stride High and Tight,0,26,0,65,0,86,0,63,0,57,0,62,0,20,0,22,0,25,0,24,0,25,0,22,0,83,0,41,0,64,0
Juanyeh,Thomas,Dallas Cowboys,SS,Georgia Tech,25,66,6/24/00,75,217,1,2,3,,,,,,,Zone - S,Defense,92,0,76,0,82,0,88,0,65,0,64,0,71,0,58,0,15,0,54,0,65,0,53,0,62,0,84,0,25,0,47,0,67,0,64,0,92,0,67,0,16,0,14,0,67,0,23,0,63,0,29,0,66,0,34,0,34,0,34,0,6,0,62,0,38,0,66,0,77,0,34,0,35,0,35,0,35,0,Default,0,31,0,57,0,87,0,60,0,42,0,69,0,6,0,6,0,6,0,6,0,24,0,11,0,81,0,47,0,68,0
Kaevon,Merriweather,Tampa Bay Buccaneers,SS,Iowa,25,66,12/20/99,72,207,1,26,2,,,,,,,Run Support - S,Defense,93,0,79,0,85,0,82,0,63,0,67,0,51,0,51,0,12,0,42,0,52,0,50,0,63,0,83,0,18,0,40,0,88,0,63,0,90,0,64,0,13,0,14,0,35,0,33,0,63,0,22,0,66,0,35,0,35,0,35,0,10,0,64,0,45,0,65,0,74,0,33,0,35,0,35,0,35,0,Short Stride Loose,0,31,0,54,0,85,0,60,0,48,0,68,0,10,0,11,0,13,0,19,0,24,0,10,0,88,0,45,0,63,0
Kain,Medrano,Washington Commanders,,UCLA,24,66,2/16/01,75,222,1,56,0,,,,,,,Run Stopper - OLB,,92,0,85,0,89,0,87,0,71,0,66,0,47,0,62,0,31,0,39,0,61,0,43,0,50,0,80,0,18,0,52,0,77,0,70,0,89,0,47,0,18,0,21,0,10,0,22,0,55,0,21,0,66,0,40,0,40,0,40,0,15,0,64,0,49,0,45,0,79,0,22,0,40,0,40,0,40,0,Default Stride Loose,0,24,0,49,0,90,0,44,0,42,0,77,0,18,0,21,0,24,0,29,0,22,0,18,0,88,0,42,0,61,0
Kitan,Crawford,Arizona Cardinals,SS,Nevada,23,66,12/31/01,71,202,1,36,0,,,,,,,Hybrid - S,Defense,90,0,83,0,95,0,86,0,64,0,62,0,66,0,50,0,14,0,51,0,62,0,53,0,62,0,86,0,17,0,34,0,76,0,53,0,88,0,65,0,15,0,19,0,83,0,25,0,64,0,21,0,66,0,35,0,35,0,35,0,6,0,59,0,35,0,65,0,76,0,25,0,35,0,35,0,35,0,Default Stride Loose,0,28,0,58,0,92,0,57,0,44,0,65,0,6,0,6,0,6,0,6,0,24,0,13,0,87,0,44,0,67,0
Kobe,King,Minnesota Vikings,,Penn State,22,66,1/28/03,73,243,1,41,0,,,,,,,Run Stopper - OLB,,91,0,77,0,80,0,87,0,76,0,66,0,46,0,64,0,22,0,37,0,60,0,42,0,49,0,73,0,17,0,51,0,79,0,78,0,88,0,46,0,18,0,22,0,10,0,22,0,55,0,20,0,66,0,45,0,45,0,45,0,6,0,65,0,52,0,45,0,79,0,21,0,45,0,45,0,45,0,Default Stride Loose,0,23,0,48,0,83,0,43,0,41,0,76,0,6,0,6,0,6,0,6,0,23,0,12,0,88,0,40,0,61,0
Kyonte,Hamilton,Houston Texans,DT,Rutgers,22,66,11/7/02,75,305,1,58,0,,,,,,,,Defense,79,0,68,0,67,0,85,0,85,0,57,0,44,0,73,0,44,0,38,0,41,0,17,0,26,0,62,0,11,0,65,0,78,0,81,0,88,0,35,0,33,0,18,0,28,0,23,0,12,0,14,0,66,0,45,0,45,0,45,0,38,0,57,0,71,0,20,0,75,0,15,0,45,0,45,0,45,0,Default Stride High and Tight,0,16,0,19,0,72,0,27,0,29,0,80,0,34,0,37,0,41,0,40,0,49,0,40,0,93,0,36,0,17,0
Larry,Borom,Miami Dolphins,RT,Missouri,26,66,3/30/99,77,333,1,79,4,,,,,,,Power - OT,Offense,68,0,51,0,76,0,86,0,83,0,82,0,10,0,28,0,12,0,5,0,26,0,10,0,24,0,39,0,5,0,10,0,31,0,83,0,88,0,10,0,12,0,21,0,10,0,75,0,12,0,5,0,66,0,71,0,68,0,74,0,6,0,10,0,10,0,10,0,16,0,12,0,70,0,73,0,67,0,Default Stride Awkward,0,10,0,12,0,67,0,10,0,25,0,28,0,6,0,6,0,6,0,6,0,25,0,14,0,86,0,26,0,15,0
Lucas,Niang,Washington Commanders,RT,TCU,27,66,8/19/98,78,315,1,53,5,,,,,,,Agile - OT,Offense,57,0,60,0,70,0,84,0,86,0,72,0,22,0,25,0,12,0,9,0,23,0,26,0,30,0,50,0,7,0,10,0,22,0,83,0,84,0,18,0,25,0,25,0,10,0,82,0,15,0,13,0,66,0,69,0,71,0,67,0,6,0,15,0,10,0,10,0,24,0,18,0,72,0,74,0,70,0,Default Stride Awkward,0,23,0,24,0,66,0,13,0,15,0,28,0,6,0,6,0,6,0,6,0,30,0,10,0,94,0,28,0,20,0
Luke,Newman,Chicago Bears,LG,Michigan St.,23,66,3/3/02,75,308,1,65,0,,,,,,,Agile - G,Offense,74,0,61,0,57,0,86,0,87,0,69,0,15,0,35,0,11,0,14,0,23,0,10,0,23,0,61,0,5,0,26,0,36,0,79,0,88,0,11,0,14,0,16,0,10,0,77,0,13,0,5,0,66,0,69,0,71,0,68,0,6,0,25,0,39,0,10,0,32,0,11,0,71,0,71,0,70,0,Long Stride Awkward,0,10,0,11,0,70,0,13,0,12,0,30,0,6,0,6,0,6,0,6,0,13,0,10,0,87,0,29,0,15,0
Luke,Wypler,Cleveland Browns,C,Ohio State,24,66,5/3/01,75,303,1,56,2,,,,,,,Agile - C,Offense,77,0,63,0,75,0,85,0,85,0,72,0,24,0,25,0,10,0,25,0,34,0,23,0,29,0,59,0,15,0,18,0,32,0,71,0,92,0,23,0,15,0,19,0,10,0,84,0,10,0,20,0,66,0,69,0,73,0,65,0,6,0,15,0,20,0,12,0,35,0,25,0,68,0,73,0,63,0,Default Stride Awkward,0,25,0,31,0,68,0,22,0,25,0,26,0,6,0,6,0,6,0,6,0,20,0,10,0,83,0,29,0,10,0
Malik,Heath,Green Bay Packers,WR,Ole Miss,25,66,3/3/00,74,215,1,18,2,,,,,,,,Offense,91,0,85,0,84,0,82,0,64,0,66,0,77,0,27,0,30,0,72,0,74,0,80,0,81,0,79,0,66,0,10,0,28,0,44,0,88,0,76,0,12,0,17,0,75,0,20,0,12,0,68,0,66,0,29,0,18,0,20,0,20,0,16,0,10,0,16,0,30,0,68,0,50,0,17,0,27,0,Long Stride Default,0,70,0,81,0,87,0,70,0,72,0,31,0,15,0,20,0,25,0,24,0,33,0,23,0,83,0,58,0,19,0
Marcellas,Dial Jr,New England Patriots,CB,South Carolina,24,66,12/6/00,72,190,1,27,1,,,,,,,Manto Man - CB,Defense,90,0,78,0,94,0,85,0,62,0,66,0,63,0,59,0,13,0,63,0,57,0,55,0,67,0,80,0,11,0,33,0,74,0,62,0,95,0,69,0,21,0,22,0,58,0,24,0,66,0,16,0,66,0,15,0,11,0,14,0,8,0,62,0,26,0,67,0,66,0,27,0,25,0,15,0,16,0,Default Stride Loose,0,26,0,65,0,91,0,65,0,32,0,70,0,8,0,9,0,17,0,8,0,27,0,14,0,83,0,42,0,64,0
Marcus,Mbow,NY Giants,RT,Purdue,22,66,4/2/03,76,302,1,71,0,,,,,,,Agile - OT,Offense,73,0,68,0,73,0,87,0,84,0,66,0,16,0,28,0,12,0,15,0,44,0,21,0,23,0,57,0,5,0,24,0,37,0,81,0,86,0,13,0,14,0,11,0,10,0,80,0,11,0,5,0,66,0,71,0,73,0,72,0,6,0,32,0,37,0,10,0,23,0,20,0,72,0,73,0,71,0,Default Stride Awkward,0,21,0,23,0,71,0,11,0,19,0,32,0,6,0,6,0,6,0,6,0,22,0,13,0,87,0,24,0,14,0
Max,Mitchell,NY Jets,LT,UL Lafayette,25,66,10/12/99,78,299,1,61,3,,,,,,,Agile - OT,Offense,72,0,55,0,64,0,84,0,85,0,75,0,16,0,25,0,14,0,12,0,29,0,13,0,24,0,58,0,5,0,13,0,26,0,79,0,91,0,14,0,19,0,22,0,10,0,85,0,10,0,5,0,66,0,68,0,70,0,65,0,6,0,20,0,15,0,10,0,32,0,12,0,73,0,74,0,72,0,Long Stride Awkward,0,15,0,15,0,62,0,11,0,29,0,29,0,5,0,6,0,8,0,6,0,24,0,10,0,86,0,25,0,10,0
Max,Scharping,Pittsburgh Steelers,RG,N. Illinois,29,66,8/10/96,78,325,1,64,6,,,,,,,Power - G,Offense,64,0,60,0,70,0,86,0,86,0,76,0,10,0,39,0,12,0,6,0,40,0,15,0,35,0,54,0,5,0,21,0,30,0,76,0,89,0,10,0,25,0,25,0,10,0,81,0,12,0,5,0,66,0,65,0,64,0,66,0,6,0,27,0,31,0,10,0,32,0,15,0,71,0,69,0,73,0,Default Stride Awkward,0,15,0,15,0,65,0,10,0,30,0,42,0,6,0,6,0,6,0,6,0,30,0,12,0,88,0,25,0,15,0
Morgan,Cox,Tennessee Titans,LS,Tennessee,39,66,4/26/86,76,233,1,46,16,,,,,,,Power - LS,Special Teams,62,0,62,0,68,0,71,0,73,0,73,0,22,0,63,0,12,0,26,0,67,0,44,0,58,0,58,0,35,0,55,0,59,0,57,0,92,0,14,0,18,0,29,0,10,0,41,0,15,0,40,0,66,0,56,0,40,0,50,0,10,0,29,0,56,0,15,0,63,0,25,0,50,0,35,0,40,0,Default,0,47,0,42,0,71,0,10,0,25,0,63,0,10,0,10,0,10,0,10,0,22,0,13,0,82,0,33,0,20,0
Myles,Price,Minnesota Vikings,WR,Indiana,23,66,12/16/01,69,178,1,4,0,,,,,,,,Offense,92,0,81,0,84,0,80,0,53,0,67,0,77,0,20,0,28,0,72,0,70,0,74,0,80,0,82,0,69,0,10,0,20,0,34,0,84,0,74,0,14,0,18,0,82,0,22,0,12,0,68,0,66,0,29,0,22,0,20,0,22,0,14,0,10,0,15,0,34,0,64,0,40,0,34,0,26,0,Short Stride Default,0,69,0,76,0,92,0,72,0,38,0,26,0,18,0,20,0,25,0,35,0,36,0,29,0,84,0,39,0,19,0
Nathan,Thomas,Dallas Cowboys,LT,UL Lafayette,24,66,8/22/01,77,332,1,71,1,,,,,,,Power - OT,Offense,74,0,52,0,64,0,79,0,85,0,62,0,49,0,32,0,15,0,44,0,57,0,47,0,53,0,55,0,35,0,10,0,31,0,85,0,90,0,41,0,15,0,25,0,10,0,75,0,12,0,40,0,66,0,70,0,65,0,74,0,15,0,10,0,10,0,10,0,34,0,50,0,75,0,77,0,73,0,Long Stride Awkward,0,43,0,59,0,66,0,39,0,49,0,28,0,10,0,15,0,20,0,10,0,25,0,12,0,87,0,47,0,12,0
Nazir,Stackhouse,Green Bay Packers,DT,Georgia,23,66,4/18/02,76,327,1,93,0,,,,,,,,Defense,70,0,63,0,63,0,82,0,85,0,66,0,21,0,72,0,12,0,17,0,36,0,18,0,38,0,52,0,5,0,58,0,78,0,84,0,93,0,18,0,12,0,16,0,10,0,26,0,18,0,7,0,66,0,45,0,45,0,45,0,6,0,65,0,66,0,18,0,74,0,15,0,45,0,45,0,45,0,Default Stride Awkward,0,16,0,18,0,67,0,18,0,33,0,80,0,6,0,6,0,6,0,6,0,20,0,10,0,90,0,32,0,21,0
Nick,Gargiulo,Denver Broncos,RG,South Carolina,25,66,7/19/00,77,310,1,66,1,,,,,,,Power - G,Offense,72,0,71,0,79,0,79,0,87,0,70,0,21,0,31,0,7,0,19,0,41,0,31,0,43,0,58,0,14,0,24,0,31,0,80,0,90,0,30,0,20,0,22,0,10,0,78,0,11,0,17,0,66,0,71,0,68,0,70,0,7,0,35,0,30,0,10,0,32,0,22,0,69,0,70,0,69,0,Long Stride Awkward,0,21,0,33,0,64,0,16,0,28,0,33,0,5,0,5,0,6,0,6,0,30,0,10,0,77,0,32,0,12,0
Nick,Niemann,Green Bay Packers,,Iowa,27,66,12/2/97,75,244,1,31,4,,,,,,,Field General - MLB,,90,0,86,0,81,0,84,0,71,0,66,0,45,0,60,0,12,0,33,0,52,0,49,0,57,0,73,0,21,0,41,0,74,0,69,0,92,0,37,0,20,0,20,0,10,0,29,0,55,0,28,0,66,0,45,0,45,0,45,0,6,0,68,0,39,0,38,0,78,0,41,0,45,0,45,0,45,0,Default Stride Loose,0,31,0,52,0,88,0,33,0,42,0,82,0,6,0,6,0,6,0,6,0,21,0,12,0,83,0,37,0,63,0
Noah,Sewell,Chicago Bears,,Oregon,23,66,4/26/02,73,246,1,44,2,,,,,,,Run Stopper - MLB,,89,0,74,0,80,0,87,0,80,0,63,0,72,0,72,0,12,0,63,0,64,0,55,0,63,0,73,0,17,0,55,0,90,0,80,0,88,0,72,0,19,0,15,0,35,0,38,0,52,0,24,0,66,0,45,0,45,0,45,0,6,0,63,0,71,0,53,0,75,0,27,0,45,0,45,0,45,0,Default Stride High and Tight,0,34,0,57,0,82,0,65,0,70,0,82,0,6,0,6,0,6,0,6,0,25,0,10,0,91,0,65,0,58,0
Patrick,Johnson,Philadelphia Eagles,,Tulane,26,66,1/10/99,74,248,1,48,4,,,,,,,Power Rusher - DE,,86,0,82,0,84,0,74,0,75,0,65,0,39,0,68,0,12,0,21,0,50,0,34,0,46,0,71,0,12,0,60,0,78,0,83,0,90,0,35,0,21,0,21,0,13,0,23,0,40,0,15,0,66,0,45,0,45,0,45,0,6,0,63,0,67,0,49,0,78,0,21,0,45,0,45,0,45,0,Long Stride Loose,0,21,0,37,0,83,0,28,0,42,0,76,0,6,0,6,0,6,0,6,0,22,0,16,0,92,0,35,0,50,0
Rayuan,Lane III,Jacksonville Jaguars,SS,Navy,22,66,7/21/03,71,201,1,25,0,,,,,,,Zone - S,Defense,85,0,79,0,88,0,91,0,59,0,72,0,67,0,46,0,14,0,52,0,63,0,52,0,64,0,79,0,17,0,36,0,77,0,52,0,91,0,64,0,15,0,19,0,80,0,25,0,60,0,21,0,66,0,35,0,35,0,35,0,6,0,72,0,30,0,71,0,75,0,25,0,35,0,35,0,35,0,Default Stride Loose,0,28,0,57,0,87,0,56,0,44,0,65,0,6,0,6,0,6,0,6,0,24,0,12,0,92,0,45,0,65,0
Rico,Payton,NY Giants,CB,Pittsburg St.,25,66,11/28/99,71,182,1,35,1,,,,,,,Slot - CB,Defense,91,0,86,0,88,0,82,0,58,0,66,0,66,0,51,0,23,0,57,0,58,0,61,0,68,0,90,0,16,0,34,0,68,0,44,0,88,0,69,0,15,0,15,0,55,0,16,0,65,0,21,0,66,0,30,0,24,0,25,0,15,0,63,0,26,0,63,0,69,0,24,0,35,0,31,0,30,0,Short Stride Default,0,24,0,64,0,86,0,65,0,45,0,64,0,15,0,18,0,22,0,21,0,31,0,22,0,80,0,34,0,67,0
Robbie,Ouzts,Seattle Seahawks,FB,Alabama,22,66,9/6/02,76,274,1,40,0,,,,,,,Utility - FB,Offense,74,0,72,0,82,0,82,0,82,0,66,0,63,0,37,0,27,0,56,0,70,0,68,0,75,0,68,0,51,0,30,0,40,0,66,0,86,0,56,0,24,0,28,0,23,0,60,0,18,0,58,0,66,0,57,0,55,0,56,0,17,0,30,0,37,0,16,0,40,0,57,0,61,0,64,0,60,0,Long Stride Default,0,65,0,69,0,75,0,49,0,60,0,44,0,27,0,8,0,27,0,30,0,23,0,25,0,87,0,69,0,25,0
Ryan,Miller,Tampa Bay Buccaneers,WR,Furman,25,66,2/20/00,73,221,1,81,2,,,,,,,,Offense,88,0,89,0,78,0,82,0,63,0,59,0,82,0,28,0,19,0,74,0,70,0,79,0,78,0,82,0,64,0,10,0,29,0,37,0,87,0,79,0,17,0,21,0,43,0,24,0,12,0,67,0,66,0,30,0,28,0,29,0,6,0,15,0,10,0,12,0,37,0,67,0,43,0,29,0,29,0,Default,0,69,0,79,0,88,0,70,0,55,0,30,0,8,0,10,0,15,0,16,0,23,0,11,0,81,0,47,0,10,0
Sam,Roberts,Atlanta Falcons,DT,NW Missouri State,27,66,4/14/98,77,295,1,99,3,,,,,,,,Defense,75,0,57,0,74,0,72,0,85,0,69,0,27,0,71,0,12,0,16,0,25,0,11,0,24,0,49,0,4,0,58,0,79,0,83,0,90,0,22,0,12,0,13,0,10,0,47,0,12,0,8,0,66,0,48,0,47,0,49,0,6,0,68,0,71,0,10,0,73,0,14,0,51,0,51,0,49,0,Default Stride Awkward,0,15,0,15,0,69,0,24,0,31,0,76,0,6,0,6,0,6,0,6,0,14,0,10,0,85,0,40,0,13,0
Sanoussi,Kane,Baltimore Ravens,SS,Purdue,23,66,10/6/01,71,207,1,21,1,,,,,,,Run Support - S,Defense,91,0,81,0,87,0,83,0,58,0,61,0,65,0,65,0,31,0,63,0,56,0,49,0,57,0,81,0,10,0,42,0,81,0,64,0,90,0,67,0,47,0,53,0,55,0,32,0,64,0,11,0,66,0,33,0,31,0,33,0,24,0,60,0,47,0,66,0,81,0,12,0,35,0,35,0,35,0,Default Stride Loose,0,15,0,52,0,88,0,63,0,45,0,71,0,22,0,23,0,35,0,32,0,31,0,23,0,89,0,55,0,62,0
